line,type,full_match,label,id,title,URL,code
2804,CAPTION,Tabel 4.130,Tabel,4.130,,,
2826,MAINLVL,Artikel 4.131. (capaciteit spuivoorziening),Artikel,4.131,(capaciteit spuivoorziening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.7_Artikel4.131,C4_S4_3_P4_3_7_A4_131
2827,SUBLVLI,1.	,Lid,1.,(capaciteit spuivoorziening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.7_Artikel4.131_Lid1,C4_S4_3_P4_3_7_A4_131_SUB1
2828,SUBLVLI,2.	,Lid,2.,(capaciteit spuivoorziening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.7_Artikel4.131_Lid2,C4_S4_3_P4_3_7_A4_131_SUB2
2829,SUBLVLI,3.	,Lid,3.,(capaciteit spuivoorziening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.7_Artikel4.131_Lid3,C4_S4_3_P4_3_7_A4_131_SUB3
2830,MAINLVL,Artikel 4.132. (plaats van de opening),Artikel,4.132,(plaats van de opening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.7_Artikel4.132,C4_S4_3_P4_3_7_A4_132
2832,MAINLVL,Artikel 4.133. (tijdelijk bouwwerk),Artikel,4.133,(tijdelijk bouwwerk),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.7_Artikel4.133,C4_S4_3_P4_3_7_A4_133
2834,MAINLVL,§ 4.3.8. Afvoer van rookgas en toevoer van verbrandingslucht,§,4.3.8,Afvoer van rookgas en toevoer van verbrandingslucht,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8,C4_S4_3_P4_3_8
2835,MAINLVL,Artikel 4.134. (aansturingsartikel),Artikel,4.134,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.134,C4_S4_3_P4_3_8_A4_134
2836,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.134_Lid1,C4_S4_3_P4_3_8_A4_134_SUB1
2837,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.134_Lid2,C4_S4_3_P4_3_8_A4_134_SUB2
2838,CAPTION,Tabel 4.134,Tabel,4.134,,,
2855,MAINLVL,Artikel 4.135. (aanwezigheid),Artikel,4.135,(aanwezigheid),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.135,C4_S4_3_P4_3_8_A4_135
2856,SUBLVLI,1.	,Lid,1.,(aanwezigheid),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.135_Lid1,C4_S4_3_P4_3_8_A4_135_SUB1
2857,SUBLVLI,2.	,Lid,2.,(aanwezigheid),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.135_Lid2,C4_S4_3_P4_3_8_A4_135_SUB2
2858,MAINLVL,Artikel 4.136. (capaciteit: afvoer van rookgas),Artikel,4.136,(capaciteit: afvoer van rookgas),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.136,C4_S4_3_P4_3_8_A4_136
2859,SUBLVLI,1.	,Lid,1.,(capaciteit: afvoer van rookgas),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.136_Lid1,C4_S4_3_P4_3_8_A4_136_SUB1
2860,SUBLVLI,2.	,Lid,2.,(capaciteit: afvoer van rookgas),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.136_Lid2,C4_S4_3_P4_3_8_A4_136_SUB2
2861,MAINLVL,Artikel 4.137. (capaciteit: toevoer van verbrandingslucht),Artikel,4.137,(capaciteit: toevoer van verbrandingslucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.137,C4_S4_3_P4_3_8_A4_137
2862,SUBLVLI,1.	,Lid,1.,(capaciteit: toevoer van verbrandingslucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.137_Lid1,C4_S4_3_P4_3_8_A4_137_SUB1
2863,SUBLVLI,2.	,Lid,2.,(capaciteit: toevoer van verbrandingslucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.137_Lid2,C4_S4_3_P4_3_8_A4_137_SUB2
2864,SUBLVLI,3.	,Lid,3.,(capaciteit: toevoer van verbrandingslucht),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.137_Lid3,C4_S4_3_P4_3_8_A4_137_SUB3
2865,MAINLVL,Artikel 4.138. (plaats van de uitmonding),Artikel,4.138,(plaats van de uitmonding),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.138,C4_S4_3_P4_3_8_A4_138
2866,SUBLVLI,1.	,Lid,1.,(plaats van de uitmonding),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.138_Lid1,C4_S4_3_P4_3_8_A4_138_SUB1
2867,CAPTION,Tabel 4.138 Verdunningsfactoren,Tabel,4.138,Verdunningsfactoren,,
2877,SUBLVLI,2.	,Lid,2.,Verdunningsfactoren,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.138_Lid2,C4_S4_3_P4_3_8_A4_138_SUB2
2880,SUBLVLI,3.	,Lid,3.,Verdunningsfactoren,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.138_Lid3,C4_S4_3_P4_3_8_A4_138_SUB3
2881,SUBLVLI,4.	,Lid,4.,Verdunningsfactoren,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.138_Lid4,C4_S4_3_P4_3_8_A4_138_SUB4
2882,SUBLVLI,5.	,Lid,5.,Verdunningsfactoren,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.138_Lid5,C4_S4_3_P4_3_8_A4_138_SUB5
2883,SUBLVLI,6.	,Lid,6.,Verdunningsfactoren,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.138_Lid6,C4_S4_3_P4_3_8_A4_138_SUB6
2884,MAINLVL,Artikel 4.139. (plaats van de instroomopening),Artikel,4.139,(plaats van de instroomopening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.139,C4_S4_3_P4_3_8_A4_139
2885,SUBLVLI,1.	,Lid,1.,(plaats van de instroomopening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.139_Lid1,C4_S4_3_P4_3_8_A4_139_SUB1
2886,SUBLVLI,2.	,Lid,2.,(plaats van de instroomopening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.139_Lid2,C4_S4_3_P4_3_8_A4_139_SUB2
2887,SUBLVLI,3.	,Lid,3.,(plaats van de instroomopening),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.139_Lid3,C4_S4_3_P4_3_8_A4_139_SUB3
2888,MAINLVL,Artikel 4.140. (thermisch comfort),Artikel,4.140,(thermisch comfort),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.140,C4_S4_3_P4_3_8_A4_140
2890,MAINLVL,Artikel 4.141. (rookdoorlatendheid),Artikel,4.141,(rookdoorlatendheid),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.141,C4_S4_3_P4_3_8_A4_141
2892,CAPTION,Tabel 4.141 Rookdoorlatendheid,Tabel,4.141,Rookdoorlatendheid,,
2904,MAINLVL,Artikel 4.142. (tijdelijk bouwwerk),Artikel,4.142,(tijdelijk bouwwerk),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.8_Artikel4.142,C4_S4_3_P4_3_8_A4_142
2906,MAINLVL,§ 4.3.9. Bescherming tegen ratten en muizen,§,4.3.9,Bescherming tegen ratten en muizen,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9,C4_S4_3_P4_3_9
2907,MAINLVL,Artikel 4.143. (aansturingsartikel),Artikel,4.143,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9_Artikel4.143,C4_S4_3_P4_3_9_A4_143
2908,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9_Artikel4.143_Lid1,C4_S4_3_P4_3_9_A4_143_SUB1
2909,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9_Artikel4.143_Lid2,C4_S4_3_P4_3_9_A4_143_SUB2
2910,CAPTION,Tabel 4.143,Tabel,4.143,,,
2931,MAINLVL,Artikel 4.144. (openingen),Artikel,4.144,(openingen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9_Artikel4.144,C4_S4_3_P4_3_9_A4_144
2932,SUBLVLI,1.	,Lid,1.,(openingen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9_Artikel4.144_Lid1,C4_S4_3_P4_3_9_A4_144_SUB1
2936,SUBLVLI,2.	,Lid,2.,(openingen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9_Artikel4.144_Lid2,C4_S4_3_P4_3_9_A4_144_SUB2
2937,SUBLVLI,3.	,Lid,3.,(openingen),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9_Artikel4.144_Lid3,C4_S4_3_P4_3_9_A4_144_SUB3
2938,MAINLVL,Artikel 4.145. (rattenscherm),Artikel,4.145,(rattenscherm),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9_Artikel4.145,C4_S4_3_P4_3_9_A4_145
2939,SUBLVLI,1.	,Lid,1.,(rattenscherm),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9_Artikel4.145_Lid1,C4_S4_3_P4_3_9_A4_145_SUB1
2940,SUBLVLI,2.	,Lid,2.,(rattenscherm),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9_Artikel4.145_Lid2,C4_S4_3_P4_3_9_A4_145_SUB2
2941,SUBLVLI,3.	,Lid,3.,(rattenscherm),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.9_Artikel4.145_Lid3,C4_S4_3_P4_3_9_A4_145_SUB3
2942,MAINLVL,§ 4.3.10. Daglicht,§,4.3.10,Daglicht,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10,C4_S4_3_P4_3_10
2943,MAINLVL,Artikel 4.146. (aansturingsartikel),Artikel,4.146,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.146,C4_S4_3_P4_3_10_A4_146
2944,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.146_Lid1,C4_S4_3_P4_3_10_A4_146_SUB1
2945,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.146_Lid2,C4_S4_3_P4_3_10_A4_146_SUB2
2946,CAPTION,Tabel 4.146,Tabel,4.146,,,
2967,MAINLVL,Artikel 4.147. (daglichtoppervlakte),Artikel,4.147,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.147,C4_S4_3_P4_3_10_A4_147
2968,SUBLVLI,1.	,Lid,1.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.147_Lid1,C4_S4_3_P4_3_10_A4_147_SUB1
2969,SUBLVLI,2.	,Lid,2.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.147_Lid2,C4_S4_3_P4_3_10_A4_147_SUB2
2970,SUBLVLI,3.	,Lid,3.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.147_Lid3,C4_S4_3_P4_3_10_A4_147_SUB3
2974,SUBLVLI,4.	,Lid,4.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.147_Lid4,C4_S4_3_P4_3_10_A4_147_SUB4
2975,SUBLVLI,5.	,Lid,5.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.147_Lid5,C4_S4_3_P4_3_10_A4_147_SUB5
2976,SUBLVLI,6.	,Lid,6.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.147_Lid6,C4_S4_3_P4_3_10_A4_147_SUB6
2977,SUBLVLI,7.	,Lid,7.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.147_Lid7,C4_S4_3_P4_3_10_A4_147_SUB7
2978,SUBLVLI,8.	,Lid,8.,(daglichtoppervlakte),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.3_Paragraaf4.3.10_Artikel4.147_Lid8,C4_S4_3_P4_3_10_A4_147_SUB8
2979,MAINLVL,Afdeling 4.4. Duurzaamheid,Afdeling,4.4,Duurzaamheid,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4,C4_S4_4
2980,MAINLVL,§ 4.4.1. Energiezuinigheid,§,4.4.1,Energiezuinigheid,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1,C4_S4_4_P4_4_1
2981,MAINLVL,Artikel 4.148. (aansturingsartikel),Artikel,4.148,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.148,C4_S4_4_P4_4_1_A4_148
2982,SUBLVLI,1.	,Lid,1.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.148_Lid1,C4_S4_4_P4_4_1_A4_148_SUB1
2983,SUBLVLI,2.	,Lid,2.,(aansturingsartikel),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.148_Lid2,C4_S4_4_P4_4_1_A4_148_SUB2
2984,CAPTION,Tabel 4.148A,Tabel,4.148A,,,
3066,CAPTION,Tabel 4.148B,Tabel,4.148B,,,
3092,MAINLVL,Artikel 4.149. (bijna energieneutraal),Artikel,4.149,(bijna energieneutraal),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.149,C4_S4_4_P4_4_1_A4_149
3093,SUBLVLI,1.	,Lid,1.,(bijna energieneutraal),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.149_Lid1,C4_S4_4_P4_4_1_A4_149_SUB1
3094,SUBLVLI,2.	,Lid,2.,(bijna energieneutraal),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.149_Lid2,C4_S4_4_P4_4_1_A4_149_SUB2
3095,SUBLVLI,3.	,Lid,3.,(bijna energieneutraal),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.149_Lid3,C4_S4_4_P4_4_1_A4_149_SUB3
3096,SUBLVLI,4.	,Lid,4.,(bijna energieneutraal),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.149_Lid4,C4_S4_4_P4_4_1_A4_149_SUB4
3097,MAINLVL,Artikel 4.149a. (afbakening maatwerkvoorschriften minimumwaarde aandeel hernieuwbare energie),Artikel,4.149a,(afbakening maatwerkvoorschriften minimumwaarde aandeel hernieuwbare energie),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.149a,C4_S4_4_P4_4_1_A4_149a
3099,MAINLVL,Artikel 4.149b. (voorkomen oververhitting),Artikel,4.149b,(voorkomen oververhitting),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.149b,C4_S4_4_P4_4_1_A4_149b
3100,SUBLVLI,1.	,Lid,1.,(voorkomen oververhitting),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.149b_Lid1,C4_S4_4_P4_4_1_A4_149b_SUB1
3101,SUBLVLI,2.	,Lid,2.,(voorkomen oververhitting),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.149b_Lid2,C4_S4_4_P4_4_1_A4_149b_SUB2
3102,SUBLVLI,3.	,Lid,3.,(voorkomen oververhitting),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.149b_Lid3,C4_S4_4_P4_4_1_A4_149b_SUB3
3103,MAINLVL,Artikel 4.150,Artikel,4.150,,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.150,C4_S4_4_P4_4_1_A4_150
3105,MAINLVL,Artikel 4.151,Artikel,4.151,,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.151,C4_S4_4_P4_4_1_A4_151
3107,MAINLVL,Artikel 4.152. (thermische isolatie: warmteweerstand),Artikel,4.152,(thermische isolatie: warmteweerstand),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.152,C4_S4_4_P4_4_1_A4_152
3108,SUBLVLI,1.	,Lid,1.,(thermische isolatie: warmteweerstand),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.152_Lid1,C4_S4_4_P4_4_1_A4_152_SUB1
3109,SUBLVLI,2.	,Lid,2.,(thermische isolatie: warmteweerstand),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.152_Lid2,C4_S4_4_P4_4_1_A4_152_SUB2
3110,SUBLVLI,3.	,Lid,3.,(thermische isolatie: warmteweerstand),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.152_Lid3,C4_S4_4_P4_4_1_A4_152_SUB3
3111,SUBLVLI,4.	,Lid,4.,(thermische isolatie: warmteweerstand),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.152_Lid4,C4_S4_4_P4_4_1_A4_152_SUB4
3112,SUBLVLI,5.	,Lid,5.,(thermische isolatie: warmteweerstand),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.152_Lid5,C4_S4_4_P4_4_1_A4_152_SUB5
3113,SUBLVLI,6.	,Lid,6.,(thermische isolatie: warmteweerstand),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.152_Lid6,C4_S4_4_P4_4_1_A4_152_SUB6
3114,SUBLVLI,7.	,Lid,7.,(thermische isolatie: warmteweerstand),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.152_Lid7,C4_S4_4_P4_4_1_A4_152_SUB7
3115,SUBLVLI,8.	,Lid,8.,(thermische isolatie: warmteweerstand),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.152_Lid8,C4_S4_4_P4_4_1_A4_152_SUB8
3116,SUBLVLI,9.	,Lid,9.,(thermische isolatie: warmteweerstand),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.152_Lid9,C4_S4_4_P4_4_1_A4_152_SUB9
3117,SUBLVLI,10.	,Lid,10.,(thermische isolatie: warmteweerstand),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.152_Lid10,C4_S4_4_P4_4_1_A4_152_SUB10
3118,MAINLVL,Artikel 4.153. (thermische isolatie: warmtedoorgangscoëfficiënt),Artikel,4.153,(thermische isolatie: warmtedoorgangscoëfficiënt),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.153,C4_S4_4_P4_4_1_A4_153
3119,SUBLVLI,1.	,Lid,1.,(thermische isolatie: warmtedoorgangscoëfficiënt),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.153_Lid1,C4_S4_4_P4_4_1_A4_153_SUB1
3120,SUBLVLI,2.	,Lid,2.,(thermische isolatie: warmtedoorgangscoëfficiënt),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.153_Lid2,C4_S4_4_P4_4_1_A4_153_SUB2
3121,SUBLVLI,3.	,Lid,3.,(thermische isolatie: warmtedoorgangscoëfficiënt),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.153_Lid3,C4_S4_4_P4_4_1_A4_153_SUB3
3127,MAINLVL,Artikel 4.154. (luchtvolumestroom),Artikel,4.154,(luchtvolumestroom),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.154,C4_S4_4_P4_4_1_A4_154
3128,SUBLVLI,1.	,Lid,1.,(luchtvolumestroom),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.154_Lid1,C4_S4_4_P4_4_1_A4_154_SUB1
3129,SUBLVLI,2.	,Lid,2.,(luchtvolumestroom),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.154_Lid2,C4_S4_4_P4_4_1_A4_154_SUB2
3130,MAINLVL,Artikel 4.155. (gebruiksfunctie met een lage energievraag),Artikel,4.155,(gebruiksfunctie met een lage energievraag),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.155,C4_S4_4_P4_4_1_A4_155
3131,SUBLVLI,1.	,Lid,1.,(gebruiksfunctie met een lage energievraag),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.155_Lid1,C4_S4_4_P4_4_1_A4_155_SUB1
3132,SUBLVLI,2.	,Lid,2.,(gebruiksfunctie met een lage energievraag),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.155_Lid2,C4_S4_4_P4_4_1_A4_155_SUB2
3133,MAINLVL,Artikel 4.156. (tijdelijk bouwwerk),Artikel,4.156,(tijdelijk bouwwerk),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.156,C4_S4_4_P4_4_1_A4_156
3134,SUBLVLI,1.	,Lid,1.,(tijdelijk bouwwerk),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.156_Lid1,C4_S4_4_P4_4_1_A4_156_SUB1
3135,SUBLVLI,2.	,Lid,2.,(tijdelijk bouwwerk),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.156_Lid2,C4_S4_4_P4_4_1_A4_156_SUB2
3136,SUBLVLI,3.	,Lid,3.,(tijdelijk bouwwerk),https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.156_Lid3,C4_S4_4_P4_4_1_A4_156_SUB3
3137,MAINLVL,Artikel 4.157,Artikel,4.157,,https://wetten.overheid.nl/BWBR0041297/2024-08-01#Hoofdstuk4_Afdeling4.4_Paragraaf4.4.1_Artikel4.157,C4_S4_4_P4_4_1_A4_157
